Name,Geoloc,Pinned
Climax Springs R-IV,"38.130748, -92.99755929999999",
Clinical Education Associates,Address not found,
Clinical Education Initiative,Address not found,
Clinical Information Sciences,"42.4636198, -71.0716673",
Clint ISD,"31.8161947, -106.1110501",
Clint Surry,Address not found,
Clinton Central School Dist,"43.0508041, -75.3817825",
Clinton City,"41.139666, -112.0504983",
Clinton Prairie,"40.3004979, -86.6207943",
Clinton Public School District,"32.4009704, -90.3371889",
Clinton School District,"38.4037239, -93.76382559999999",
Clinton School District 99,Address not found,
Clinton-Massie Local School District,"39.4546816, -83.9744262",
Clo3d,Address not found,
Cloud Accounting School,Address not found,
Cloud County Community College,"39.5545501, -97.6639251",
Cloudcroft Municipal Schools,"32.6341716, -105.5943388",
Clover Garden School,"36.1867738, -79.4713994",
Clover Park School District,"47.0659853, -122.614836",
Clover Park Technical College,"47.1756602, -122.4978426",
Clover School District,"35.1112478, -81.2264646",
Clovis Adult Education,"36.834519, -119.6899075",
Clovis Community College,"36.887979, -119.732427",
Clovis Municipal School Dist,"34.4009545, -103.2663479",
Club Athletico Paranaense,Address not found,
Club Pilates,Address not found,
Club Pilates Australia,"-27.9868249, 153.3568609",
Cluma,"50.94715370000001, 3.1533924",
CM4AI,Address not found,
CMKL University,"13.7274006, 100.778414",
CMTC,Address not found,
CMU Admin,"40.4432027, -79.9428499",
CNA Idiomas,Address not found,
CNAI,"38.724987, -9.1344443",
Coach A Co Ltd,"13.735361, 100.5616339",
Coach Boulevard,"52.0825858, 5.083823",
Coachella Valley Adult School,"33.6770702, -116.1755141",
Coachella Valley Unified,"33.6608927, -115.9467997",
Coachwell,"44.0481205, -121.3129124",
Coahoma CC (new),"34.2562891, -90.56917519999999",
Coalition of Oregon School Administrators,"43.8041334, -120.5542012",
Coast District,"51.9329295, -127.0940535",
Coastal Alabama Community College,"30.8531946, -87.7775144",
Coastal Alabama Community College - CATALOG,"30.8531946, -87.7775144",
Coastal Carolina Community College,"34.7722664, -77.3838859",
Coastal Carolina University,"33.79611939999999, -79.0136958",
Coastal Plains Resa,"31.2747667, -83.4664446",
Coastal Technical Institute,"27.9833905, -80.629643",
Coastline ROP,"33.6711082, -117.900917",
Coatesville Area School District,"39.9837867, -75.8301537",
Cobb County School District,"33.9035912, -84.6479124",
Cobre Consolidated School District,Address not found,
Cochise College,"31.5637785, -110.2478083",
Cocke County Schools,"35.9359517, -83.12200740000002",
Cockrell School of Engineering-Executive Education (TXEEE) and Petroleum Extension (PETEX),"30.2890313, -97.7355292",
Coconino Community College,"35.1711439, -111.6454846",
Coconino County Regional Accommodation School District,"35.6647545, -111.4752851",
Code Club Brasil,"-14.235004, -51.92528",
Code Differently,"39.6668238, -75.6658107",
Code For Schools,Address not found,
Code/Interactive,Address not found,
Codeboxx School,"27.7590668, -82.6387381",
Codelicious,"52.5574147, 0.0915568",
Coder Academy,"-33.8819583, 151.1954008",
CodeRVA Regional High School,"37.5680168, -77.45477559999999",
Codeskools,Address not found,
Cody-Kilgore Public Schools,"42.8696277, -101.0711758",
COEH Berkeley,"37.8715226, -122.273042",
Coeur d'Alene Public Schools,"47.697993, -116.805445",
COFEN Conselho Federal de Enfermagem,Address not found,
Cognia,Address not found,
Cognixia USA,"29.783621, -95.537511",
COGx,"48.8686875, 2.3600354",
Coker University,"34.3765882, -80.0704915",
Colégio Ari de Sá Cavalcante,"-3.7888522, -38.4797605",
Colégio Cruzeiro,"-22.9114717, -43.1896441",
Colégio Mopi,"-22.9911779, -43.3017179",
Colégio Prudente,"-23.1941568, -47.2843954",
Colégio Santa Cecília,Address not found,
Colégio Santa Maria Minas,"-19.9369701, -43.9791714",
Colégios Maristas,"-30.0308521, -51.2183703",
Colburn School,"34.054114, -118.2499021",
Colby College,"44.5638691, -69.6626362",
Colby Community College,"39.377608, -101.052858",
Cold Spring Harbor CSD,"40.88011970000001, -73.4509265",
Cole Valley Christian Schools,"43.6147284, -116.3901184",
Colearn Academy,"31.867933, -110.9939116",
Coleg Gwent,"51.5735, -2.953177",
Colegio Argos,"39.49747869999999, -0.3987907",
Colegio Ausias March,"40.3443098, -3.6745834",
Colegio Base,"40.509816, -3.611237",
Colegio Bilingue Las Naciones,"8.9731116, -79.53079199999999",
Colegio de Imagen Publica,"19.4420292, -99.1989972",
Colegio El Manglar,"10.1524181, -64.701683",
Colegio Epullay,"-33.4706105, -70.52328109999999",
Colegio Fermin Tanguis,"-12.1553629, -76.9769718",
Colegio Fontan,"6.155248299999999, -75.53648510000001",
Colegio Institucion Teresiana,"-33.4242649, -70.55499089999999",
Colegio Legamar,"40.3319506, -3.7686545",
Colegio Médico de Lima,"-12.0466888, -77.04308859999999",
Colegio Madrid,"40.41672790000001, -3.7032905",
Colegio Menor Quito,"-0.1983771, -78.4250691",
Colegio Monclair,"40.8167968, -74.22124939999999",
Colegio Montessori,"6.1771975, -75.5620268",
Colegio Olamí ORT,"19.3803904, -99.2689881",
Colegio Pioneros,"-33.2889393, -70.6604174",
Colegio Suizo Pestalozzi,Address not found,
Colegio Superior de Ciencias Juridicas,Address not found,
Colegio Teológico y Empresarial de Comunidad de Fe Ministries,Address not found,
Colegio Universitario de San Juan,"18.4286099, -66.06659119999999",
"Collège Villa Maria, Quebec","45.48130279999999, -73.61566789999999",
Collaborative Classroom,Address not found,
Collaborative Composite Solutions Corporation,Address not found,
Collaborative Learning Solutions,"33.4780203, -112.0743083",
Collaborative Research,Address not found,
College,Address not found,
College and Career Advantage,"33.4799452, -117.6699769",
College and Career Readiness,"36.78024, -119.7632269",
College Board,Address not found,
College Bridge,"45.980556, -64.54722199999999",
College Entrance Examination Board,Address not found,
College for Creative Studies,"42.3612469, -83.0642299",
College for Creative Studies Catalog,"42.3612469, -83.0642299",
College for Financial Planning - A Kaplan Company,"39.5715758, -104.8848939",
College for Social Innovation,"42.3518218, -71.0574839",
College of Biomedical Equipment Technology,"29.5619019, -98.2896114",
College of Central Florida,"28.612388, -81.426481",
College of Charleston,"32.7834441, -79.93700179999999",
College of Eastern Idaho,"43.4860622, -111.9868529",
College of Eastern Idaho - WTCE,"43.4860622, -111.9868529",
College of Europe,"51.2060517, 3.226185",
College of Health Careers,"32.5974411, -114.6995549",
College of Immigration and Citizenship Consultants,Address not found,
College of Integrated Chinese Medicine,"51.4532947, -0.9748519",
College of Lake County,"42.354675, -88.0120506",
College of Makeup Art and Design,"43.6524114, -79.3732811",
College of Marin,"37.9557822, -122.5496479",
College of Menominee Nation,"44.8586078, -88.6264968",
College of Natural Health & Homeopathy,"32.8092925, -117.2107119",
College of New Rochelle,"40.9018725, -73.7816952",
College of Saint Mary,"41.23997190000001, -96.0219357",
College of Southern Idaho,"42.579795, -114.473976",
College of Southern Nevada,"36.00844370000001, -114.9657726",
College of the Canyons,"34.4042187, -118.5696313",
College of the Canyons ETI,"34.4040827, -118.5710373",
College of the Desert,"33.7324371, -116.3868358",
College of the Holy Cross,"42.2392391, -71.8079608",
College of the Mainland,"29.3954351, -95.0010811",
College of The Muscogee Nation,"35.6353432, -95.936319",
College of the Redwoods,"40.698432, -124.1953753",
College of the Sequoias,"36.325102, -119.3149754",
College of the Siskiyous,"41.4129975, -122.3890908",
College of Western Idaho,"43.6140899, -116.5072495",
College Online,Address not found,
College Prep Science,Address not found,
CollegeSpring,"37.8041287, -122.271844",
Collegis Education,"41.84570919999999, -87.95533119999999",
Collegium Charter School,"40.0206944, -75.65281130000001",
Colleton County School District,"32.8242297, -80.7214417",
Collge O'Sullivan de Quebec,"46.8115004, -71.2170296",
Collier County Schools,"26.069985, -81.42789839999999",
Collier County Public Schools,"26.069985, -81.42789839999999",
Collin College,"33.1624419, -96.63855749999999",
Collision Career Institute,Address not found,
Collision Engineering Career Alliance,Address not found,
Colman-Egan School District,"43.9931412, -96.7279918",
Colonial Beach Public Schools,"38.2559384, -76.9671865",
Colonial Heights Public Schools,"37.2656873, -77.39560039999999",
Colonial Intermediate Unit 20,"40.7323551, -75.2641246",
Colonial School District,"40.1022285, -75.2595731",
Colonial Williamsburg Foundation,"37.2711628, -76.7059891",
Colorado Academy,"39.647375, -105.068938",
Colorado Academy of Vocational Technology,"39.5500507, -105.7820674",
Colorado Christian University,"39.7125555, -105.0960017",
Colorado City Unified District,"36.7511748, -113.0965064",
Colorado College,"38.8491957, -104.8254254",
Colorado Early Colleges,"40.5257023, -105.0446",
Colorado Mesa University,"39.0804917, -108.5534074",
Colorado Mountain College,"39.5464607, -107.3245249",
Colorado MTB,"39.5500507, -105.7820674",
Colorado Rocky Mountain School,"39.5500507, -105.7820674",
Colorado School For The Deaf And The Blind,"38.8348005, -104.807293",
Colorado School of Clinical Herbalism,"39.9980269, -105.0856675",
Colorado School Of Mines,"39.7510475, -105.2225708",
Colorado School of Mines OLD CANVAS,"39.7510475, -105.2225708",
COLORADO SKIES ACADEMY,"39.5670761, -104.8356799",
Colorado Springs District 11,"38.851728, -104.7754307",
Colorado State University,"40.5729432, -105.0848391",
Colorado State University Extended Campus,"40.5729432, -105.0848391",
Colorado State University Global Campus,"39.7451706, -104.9892458",
Colorado State University Online,"40.5729432, -105.0848391",
Colorado State University Pueblo,"38.3078425, -104.5758171",
Colorado State University Veterinary Continuing Education,"40.5561213, -105.0830276",
Colorado Youth Soccer Club,"39.5500507, -105.7820674",
Colossal Academy,"26.1332287, -80.1406382",
Colsubsidio,Address not found,
Colton JUSD Adult Education,"34.0502766, -117.3498955",
Columbia Basin,"46.2523428, -119.1219509",
Columbia Business School (canvas.gsb),"40.8182245, -73.95973359999999",
Columbia Business School Enrichment Program,"40.8182245, -73.95973359999999",
Columbia Business School Executive Education,"40.81777770000001, -73.95825599999999",
Columbia Central University,"18.2233291, -66.02256679999999",
Columbia College,"38.0317977, -120.3885135",
Columbia College - VA,"38.9284628, -77.2491635",
Columbia College Chicago,"41.8742327, -87.62483379999999",
Columbia County,"33.5098514, -82.25832969999999",
Columbia County School District - FL,"30.1812696, -82.605118",
Columbia Executive Education,"40.81777770000001, -73.95825599999999",
Columbia Falls Schools,"48.3739308, -114.1889841",
Columbia International University,"34.0730233, -81.0739134",
Columbia School District,"38.0407193, -120.4127161",
Columbia Southern University,"30.3292725, -87.6532483",
Columbia University,"40.8075355, -73.9625727",
Columbia University Consortium,"40.8075355, -73.9625727",
Columbia University Evaluation,"40.8075355, -73.9625727",
Columbus City Schools,"39.9937453, -82.9716617",
Columbus College of Art and Design,"39.964885, -82.990025",
Columbus Community School District,"41.269008, -91.367497",
Columbus County School District,"34.2860562, -78.6114999",
Columbus ISD,"29.7665364, -96.5356449",
Columbus Zoo Education Team,Address not found,
Colypro,Address not found,
Comcourse,"36.9719515, -122.0259588",
Comerica,Address not found,
Comite Olimpico Guatemalteco,"14.6046294, -90.5240178",
Command Education,Address not found,
Commerce Virginia,Address not found,
Commission on Accreditation of Allied Health Education Programs,Address not found,
Commission on Rehabilitation Counselor Certification,Address not found,
Commonsense Childbirth School of Midwifery,"28.5630005, -81.5833459",
Commonwealth Institute of Funeral Service,"29.9895607, -95.4303242",
Community Action Partnership Of Oregon,"44.9329767, -123.0427004",
Community Care Behavioral Health Organization,"40.4419941, -79.9983187",
Community Care Partnership of Maine,"44.8014029, -68.80775919999999",
Community College of Philadelphia,Address not found,
Community College Preparatory Academy,"38.864327, -76.97851200000001",
Community College System of New Hampshire,"43.1938516, -71.5723953",
"Community Health Center, Incorporated",Address not found,
"Community Health Network, Inc.","30.4206757, -91.1017528",
Community High School District 155,"42.243481, -88.3044908",
Community Higher Ed.,Address not found,
Community Independent SD - TX,"33.0281785, -96.3864428",
Community Justice Center,"40.8150856, -96.7014269",
Community Justice Workers of Texas,"31.9685988, -99.9018131",
Community R-VI,"39.1845152, -91.63721500000001",
Community Schools of Frankfort,"40.3179109, -86.51986509999999",
Community Unit School District 200,"41.8546675, -88.1193763",
Comox Valley Schools,"49.6996166, -124.9553742",
Compass,Address not found,
Compass Public Charter School,"43.6072655, -116.4517773",
Competenz,"-36.8653408, 174.7653794",
Complete College America,Address not found,
Comprehend,Address not found,
CompTIA Inc.,"41.8231149, -88.032101",
Compton College,"33.8774581, -118.2110327",
Compton Unified School District,"33.8942971, -118.2409671",
Compu- Med Vocational Careers,"25.8484946, -80.3069189",
Computek,"40.91518019999999, -81.10631719999999",
Computer Science Alliance,Address not found,
Computing For All,Address not found,
Computing Research Association,Address not found,
Computing Talent Initiative,Address not found,
